"Number","Genebank","Genebank.ID","Species.code","Species","GPS","GPS.1","GPS.2","GPS.3","Place","Province","COUNTRY","Description","Date.of.collecton","Elevation","Ploidy","gps.lat","gps.lon","gps.elevation"
127,"GLKS",30180,"CHC","chacoense",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
128,"GLKS",30125,"CHA","chaucha",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
129,"GLKS",30115,"CHA","chaucha",NA,NA,NA,NA,"D. Cusco",NA,"PER","Cusco",NA,NA,NA,NA,NA,NA
130,"GLKS",30120,"CHA","chaucha",NA,NA,NA,NA,"D. Cusco",NA,"PER","Cusco",NA,NA,NA,NA,NA,NA
131,"GLKS",30118,"CHA","chaucha",NA,NA,NA,NA,"D. Cusco",NA,"PER","Cusco",NA,NA,NA,NA,NA,NA
132,"GLKS",30119,"CHA","chaucha",NA,NA,NA,NA,"D. Cusco",NA,"PER","Cusco",NA,NA,NA,NA,NA,NA
133,"GLKS",32378,"CLR","clarum",NA,NA,NA,NA,"D. Totonicapan",NA,"GTM","Between Totonicapan and Los Encuentros","19/10/56",3000,NA,NA,NA,NA
134,"GLKS",35433,"COP","coelestipetalum",NA,NA,NA,NA,"D. Apurimac",NA,"PER",NA,NA,NA,NA,NA,NA,NA
135,"GLKS",35434,"COP","coelestipetalum",NA,NA,NA,NA,"D. Apurimac","P. Cotabambas","PER","Between Cole and  Colesniyoc",NA,3600,NA,NA,NA,NA
136,"GLKS",31536,"COL","colombianum",NA,NA,NA,NA,NA,NA,"COL",NA,NA,NA,"48",NA,NA,NA
137,"GLKS",1530,"spec","species",NA,NA,NA,NA,NA,NA,"COL",NA,NA,NA,NA,NA,NA,NA
138,"GLKS",5343,"COL","colombianum",0.1333,"0008N",-779.666,"07758W","P. Pichincha","D. Nevado Cayambe","ECU","By trail on west end of Laguna San Marcos, near south end of lake","18/04/91",3450,NA,0.133333333333333,-77.9666666666667,3604.2666015625
139,"GLKS",35340,"MLM","commersonii malmeanum",-23,"2300S",-60,"06000W","D. Boqueron","d. Pedro P. Pena","PRY","Chaco",NA,NA,NA,-23,-60,133.355560302734
140,"GLKS",31620,"CUR","curtilobum",NA,NA,NA,NA,NA,NA,"ECU","Cuenca",NA,NA,NA,NA,NA,NA
141,"GLKS",31628,"CUR","curtilobum",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,NA,NA,NA,NA
142,"GLKS",35346,"CUR","curtilobum",NA,NA,NA,NA,NA,NA,"COL",NA,NA,NA,NA,NA,NA,NA
143,"GLKS",31627,"CUR","curtilobum",NA,NA,NA,NA,"D. Cusco",NA,"PER","Pancartambo",NA,NA,NA,NA,NA,NA
144,"GLKS",32882,"DDS","doddsii",-177.333,"1744S",-65.1,"06506W","D. Cochabamba","P. Carrasco","BOL","2 km from Totora on road to Sucre. About 300 m towards Sucre","04/03/86",2900,NA,-17.7333333333333,-65.1,3042.24096679688
145,"GLKS",32883,"DDS","doddsii",-179.833,"1759S",-651.166,"06507W","D. Cochabamba","P. Campero","BOL","24 km north of Aiquile on road to Totora.  9 km before crossing Rio Mizque","24/03/86",2260,NA,-17.9833333333333,-65.1166666666667,2196.76049804688
146,"GLKS",32880,"DDS","doddsii",-186.666,"1840S",-651.666,"06510W","D. Cochabamba","P. Carrasco","BOL","Km 192, road from Sucre to Epizana, 40 km from Aiquile","03/03/71",2600,NA,-18.6666666666667,-65.1666666666667,1677.53295898438
147,"GLKS",32342,"DCM","dolichocremastrum",-9.4,"0924S",-770.333,"07702W","D. Ancash","P. Huari","PER","Tambillo, before the bridge on the Cahuish river",NA,3900,NA,-9.4,-77.0333333333333,3573.42211914062
148,"GLKS",35348,"DCM","dolichocremastrum",-90.833,"0905S",-770.166,"07701W","D. Ancash","P. San Ant.Raimondi","PER","Vecinity of  Cerro Coto , Ccaccas near Llamellin",NA,4000,NA,-9.08333333333333,-77.0166666666667,3355.98120117188
149,"GLKS",35349,"DCM","dolichocremastrum",-95.166,"0931S",-772.333,"07714W","D. Ancash","P. Huari","PER","San Marcos, in route from San Luis",NA,3900,NA,-9.51666666666667,-77.2333333333333,4540.14990234375
150,"GLKS",25493,"EDN","edinense",191.666,"1910N",-99.8,"09948W","E. Mexico",NA,"MEX","Parq.Nac. Nevado de Tolu, on Rt.10 at Loma Alta, 1,2 km S of La Puerta (on Rt.124), E side road","20/10/97",3330,NA,19.1666666666667,-99.8,3436.10083007812
151,"GLKS",25492,"EDN","edinense",191.833,"1911N",-99.65,"09939W","E. Mexico",NA,"MEX","2,4 km SW of Zacango (zoo) at SW end, on paved and then dirt road ascending Nevado de Toluca","27/10/97",2840,NA,19.1833333333333,-99.65,2865.20458984375
152,"GLKS",25494,"EDN","edinense",191.833,"1911N",-996.666,"09940W","E. Mexico",NA,"MEX","3,5 km SW of Zacango (zoo) at SW end, on paved and then dirt road ascending Nevado de Toluca","27/10/97",2800,NA,19.1833333333333,-99.6666666666667,2916.18408203125
153,"GLKS",35331,"EHR","ehrenbergii",214.166,"2125N",-102.65,"10239W","E. Jalisco",NA,"MEX","201 km from Guadalajara towards San Luis Potosi","31/08/49",1850,NA,21.4166666666667,-102.65,1760.7890625
154,"GLKS",35332,"EHR","ehrenbergii",22.15,"2209N",-100.983,"10059W","E. San Luis Potosi",NA,"MEX","Hills S of San Luis Potosi, 322 km from Guadalajara","31/08/49",2200,NA,22.15,-100.983333333333,1870.18957519531
155,"GLKS",32158,"EHR","ehrenbergii",227.833,"2247N",-102.583,"10235W","E. Zacatecas",NA,"MEX","726.5 km from Mexico towards Zacatecas","14/09/49",2100,NA,22.7833333333333,-102.583333333333,2496.75170898438
156,"GLKS",30425,"FEN","fendleri",NA,NA,NA,NA,"E. New Mexico",NA,"USA",NA,NA,NA,"48",NA,NA,NA
157,"GLKS",30428,"FEN","fendleri",NA,NA,NA,NA,"E. New Mexico",NA,"USA","Clouderoff",NA,NA,"48",NA,NA,NA
158,"GLKS",30429,"FEN","fendleri",NA,NA,NA,NA,"E. New Mexico",NA,"USA","Coronado, national park",NA,NA,"48",NA,NA,NA
159,"GLKS",30433,"FEN","fendleri",329.333,"3256N",-105.716,"10543W","E. New Mexico","C. Otero","USA","Lincoln National Forest.  Lane located a quarter of a mile S of Cloudcroft","31/07/58",2600,NA,32.9333333333333,-105.716666666667,2715.20629882812
160,"GLKS",30444,"FEN","fendleri",262.666,"2616N",-105.45,"10527W","E. Chihuahua",NA,"MEX","11 miles from Vergel on road from Parral","18/08/58",2500,NA,26.2666666666667,-105.45,1939.91455078125
161,"GLKS",35350,"AZN","fendleri arizonicum",284.333,"2826N",-107,"10700W","E. Chihuahua",NA,"MEX","17 km from Cuauhtemoc towards La Junta","22/09/82",2090,NA,28.4333333333333,-107,2153.95458984375
162,"GLKS",35351,"AZN","fendleri arizonicum",282.333,"2814N",-107.45,"10727W","E. Chihuahua",NA,"MEX","27 km along the road to San Juanito from the La Junta to Yepachic Hwy","22/09/82",2060,NA,28.2333333333333,-107.45,2164.77783203125
163,"GLKS",32423,"GND","gandarillasii",-177.166,"1743S",-65.2,"06512W","D. Cochabamba","P. Mizque","BOL","Julpe, Near the Rio Julpe. Upstream from the crossing just before village","04/03/86",2200,NA,-17.7166666666667,-65.2,2950.56884765625
164,"GLKS",715,"PTR","gourlayi pachytrichum",NA,NA,NA,NA,"D. Potosi","P. Frias","BOL","Near Potosi","01/03/59",4000,"24",NA,NA,NA
165,"GLKS",31512,"SPEC","species",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,NA,NA,NA,NA
166,"GLKS",32762,"HAW","hawkesianum",-253.333,"2520S",-658.666,"06552W","P. Salta","D. San Carlos","ARG","Cuesta del Obispo, La Herradura, route 59","24/03/73",3300,"24",-25.3333333333333,-65.8666666666667,2866.61083984375
167,"GLKS",32765,"HAW","hawkesianum",-251.666,"2510S",-658.666,"06552W","P. Salta","D. Chicoana-San Carlos","ARG","Route 59, km 56, 13 km from pie de la cuesta and 16 km W of Hosteria Maray","04/04/73",3340,NA,-25.1666666666667,-65.8666666666667,3447.75854492188
168,"GLKS",32852,"HDM","hondelmannii",-192.333,"1914S",-651.666,"06510W","D. Chuquisaca","P. Yamparaez","BOL","Chamicle, 7 km from turn-off from the Sucre-Tarabuco road toward Sotomayor","09/03/86",2700,NA,-19.2333333333333,-65.1666666666667,3287.27709960938
169,"GLKS",32885,"HPS","hoopesii",-194.833,"1929S",-64.7,"06442W","D. Chuquisaca","P. Azurduy","BOL","103 km from Azurduy, 13 km beyond Cruz Kasa, on the road to Tarabuco","01/04/86",3440,NA,-19.4833333333333,-64.7,3897.33764648438
170,"GLKS",32441,"HCB","huancabambense",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
171,"GLKS",32829,"HMP","humectophilum",NA,NA,NA,NA,"D. Amazonas","P. Chachapoyas","PER","Convento",NA,2800,"24",NA,NA,NA
172,"GLKS",32819,"IMT","immite",-101.666,"1010S",-776.666,"07740W","D. Ancash","P. Uahpa-cotu","PER","Near Huayan",NA,2500,NA,-10.1666666666667,-77.6666666666667,3156.90087890625
173,"GLKS",25465,"JUZ","juzepczukii",NA,NA,NA,NA,"D. Cusco",NA,"PER",NA,NA,NA,NA,NA,NA,NA
174,"GLKS",25467,"JUZ","juzepczukii",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
175,"GLKS",25468,"JUZ","juzepczukii",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
176,"GLKS",25469,"JUZ","juzepczukii",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
177,"GLKS",25470,"JUZ","juzepczukii",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
178,"GLKS",32439,"LXS","laxissimum",NA,NA,NA,NA,"D. Junin","P. Satipo","PER","La Calabaza",NA,2500,NA,NA,NA,NA
179,"GLKS",32215,"LGL","lignicaule",-134.333,"1326S",-71.85,"07151W","D. Cusco","P. Calca","PER","Pisac, valley Intihuatana","17/04/59",3100,"24",-13.4333333333333,-71.85,3361.00366210938
180,"GLKS",35363,"LGC","longiconicum",NA,NA,NA,NA,"P. Cartago",NA,"CRI","Pan-American highway, 60 km S of Cartago","07/11/49",2850,NA,NA,NA,NA
181,"GLKS",35430,"MRN","marinasense",NA,NA,NA,NA,"D. Cusco","P. Quispicanchis","PER","Paucarpata",NA,3450,NA,NA,NA,NA
182,"GLKS",32281,"MRN","marinasense",-133.333,"1320S",-71.95,"07157W","D. Cusco","P. Urubamba","PER","Quebrada de Chochoc, near Calca",NA,NA,NA,-13.3333333333333,-71.95,2923.814453125
183,"GLKS",32226,"MED","medians",NA,NA,NA,NA,"D. Lima","P. Canta","PER","Just below Canta on the road Lima-Canta","12/04/64",2700,"24",NA,NA,NA
184,"GLKS",35422,"SPEC","species",NA,NA,NA,NA,"D. Tarija","P. Aviles","BOL","Punas de Patanca, 10 km NE of Copacabana","21/03/78",3780,NA,NA,NA,NA
185,"GLKS",32346,"MCH","michoacanum",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,NA,NA,NA,NA
186,"GLKS",2319,"MCQ","mochiquense",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
187,"GLKS",32245,"MRL","morelliforme",14.75,"1445N",-91.55,"09133W","D. Quezaltenango",NA,"GTM","5 km SW of Quezaltenango, lower slopes of Volcan Santa Maria, Baho","01/11/58",2550,"24",14.75,-91.55,3289.42016601562
188,"GLKS",5366,"MSP","moscopanum",2.5,"0230N",-76.4,"07624W","D. Cauca","P. Totoro","COL",NA,NA,NA,NA,2.5,-76.4,2833.177734375
189,"GLKS",5435,"MTP","multiinterruptum",NA,NA,NA,NA,"D. Ancash","P. Aija","PER","Huayan",NA,3000,NA,NA,NA,NA
190,"GLKS",32431,"MTP","multiinterruptum",-98.666,"0952S",-777.333,"07744W","D. Ancash","P. Huamanwilca","PER","Above Huayan",NA,3550,NA,-9.86666666666667,-77.7333333333333,1998.24096679688
191,"GLKS",5444,"MTP","multiinterruptum",NA,NA,NA,NA,"D. Lima","P. Huaral","PER","Milacancha",NA,3400,NA,NA,NA,NA
192,"GLKS",35364,"MAT","matehulae",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,NA,NA,NA,NA
193,"GLKS",32855,"NCD","neocardenasii",-18.1,"1806S",-641.833,"06411W","D. Santa Cruz","P. Valle Grande","BOL","Road to Vallegrande, 1.5 km S of Mataral, top of a small hill in pasture",NA,1400,NA,-18.1,-64.1833333333333,1374.17199707031
194,"GLKS",919,"SPEC","species",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,"24",NA,NA,NA
195,"GLKS",5441,"ORP","orophilum",NA,NA,NA,NA,"D. Ancash","P. San Ant.Raimondi","PER","Cuncayoc",NA,3800,NA,NA,NA,NA
196,"GLKS",35301,"ORP","orophilum",-92.666,"0916S",-772.666,"07716W","D. Ancash","P. Huari","PER","Segundo Rag Rag, above Ccopalca, in route from Huari to San Luis",NA,3500,NA,-9.26666666666667,-77.2666666666667,4434.85986328125
197,"GLKS",35317,"PLS","palustre",-39.75,"3945S",-713.333,"07120W","P. Neuquen","D. Huiliches","ARG","On both sides of dirt road, on N side of Lago Huechulafquen","19/02/90",1020,NA,-39.75,-71.3333333333333,974.047912597656
198,"GLKS",35319,"PLS","palustre",-34.75,"3445S",-707.166,"07043W","P. O'Higgins","D. Colchagua","CHL","5.7 km E of intersection of road to Bellavista and road to Termas del Flaco","01/02/89",820,NA,-34.75,-70.7166666666667,769.222229003906
199,"GLKS",35372,"PCJ","paucijugum",-17.333,"0144S",-78.8,"07848W","P. Chimborazo","D. Sicalpa","ECU","In Quebrada Camal, on north side of road from Sicalpa-Pallatanga","17/05/91",3770,NA,-1.73333333333333,-78.8,3571.5615234375
200,"GLKS",31467,"PHU","phureja",11.666,"0110N",-771.666,"07710W","D. Narino","P. Pasto","COL",NA,NA,3000,NA,1.16666666666667,-77.1666666666667,2901.29321289062
201,"GLKS",31468,"PHU","phureja",23.833,"0223N",-76.5,"07630W","D. Cauca",NA,"COL","Munchique. Carpinteria, in a garden.","18/08/48",2200,"24",2.38333333333333,-76.5,2516.66479492188
202,"GLKS",2659,"PHU","phureja",NA,NA,NA,NA,"D. Cauca (2x)",NA,"COL","Cauca/Cauca",NA,NA,NA,NA,NA,NA
203,"GLKS",31455,"PHU","phureja",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
204,"GLKS",31586,"PNT","pinnatisectum",NA,NA,NA,NA,"E. Michoacan",NA,"MEX","Near Morelia","29/07/49",1860,NA,NA,NA,NA
205,"GLKS",22340,"SPEC","species",-5.5,"0530S",-796.666,"07940W","D. Piura","P. Huancabamba","PER","between Canchaque & Paso Cuello del Iindio, road to Huancabamba","02/04/64",2900,NA,-5.5,-79.6666666666667,853.458251953125
206,"GLKS",32341,"PUR","piurana",-52.333,"0514S",-794.666,"07928W","D. Piura","P. Huancabamba","PER","Culin hill, Alturas de Huancabamba","15/06/74",3200,NA,-5.23333333333333,-79.4666666666667,2002.39282226562
207,"GLKS",35375,"PLD","polyadenium",187.166,"1843N",-973.166,"09719W","E. Veracruz",NA,"MEX","Near Puerto del Aire, on old Orizaba - Mexico road, highway 150","24/10/67",2340,NA,18.7166666666667,-97.3166666666667,1717.822265625
208,"GLKS",30637,"RAP","raphanifolium",NA,NA,NA,NA,"D. Cusco","P. Calca","PER","Intihuatana en Ruinas de Pisac","24/04/53",3450,"24",NA,NA,NA
209,"GLKS",30644,"RAP","raphanifolium",-13.4,"1324S",-72.05,"07203W","D. Cusco","P. Chincheros","PER",NA,"23/02/63",NA,NA,-13.4,-72.05,3743.77490234375
210,"GLKS",32808,"SPEC","species",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
211,"GLKS",32809,"SPEC","species",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
212,"GLKS",30658,"SNK","schenckii",21.1,"2106N",-99.7,"09942W","E. Queretaro",NA,"MEX","Hwy 120, Jalpan to San Juan del Rio, just beyond Madrono, about 4 km NW","15/09/83",2850,NA,21.1,-99.7,2133.61962890625
213,"GLKS",30659,"SNK","schenckii",183.333,"1820N",-971.666,"09710W","E. Puebla",NA,"MEX","Tehuacan-Oaxaca road, turning at Coxcatlan towards Zoquitlan","23/10/83",2660,NA,18.3333333333333,-97.1666666666667,1185.43701171875
214,"GLKS",31014,"STL","setulosistylum",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
215,"GLKS",35382,"SGR","sogarandinum",NA,NA,NA,NA,"D. Ancash","P. Acrana","PER",NA,NA,3500,NA,NA,NA,NA
216,"GLKS",35383,"SOL","solisii",NA,NA,NA,NA,"P. Tungurahua","C. Tungurahua","ECU","Vecinity of Rio Yangahua",NA,3550,NA,NA,NA,NA
217,"GLKS",32755,"SPG","spegazzinii",-250.333,"2502S",-662.333,"06614W","P. Salta","D. Cachi","ARG","Las Pailas, 14 km NW of Cachi. Quebrada de Las Arcas","20/04/71",2640,"24",-25.0333333333333,-66.2333333333333,3064.18969726562
218,"GLKS",30762,"STN","stenotomum",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,NA,NA,NA,NA
219,"GLKS",30732,"STN","stenotomum",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
220,"GLKS",32703,"GON","stenotomum goniocalyx",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
221,"GLKS",30512,"STO","stoloniferum",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"48",NA,NA,NA
222,"GLKS",30722,"SUB","subandigena",NA,NA,NA,NA,"D. Chuquisaca","P. Sucre","BOL",NA,NA,NA,NA,NA,NA,NA
223,"GLKS",22873,"SUP","subpanduratum",NA,NA,NA,NA,"E. Merida",NA,"VEN","Rangel, Paramo Los Haticos",NA,3700,NA,NA,NA,NA
224,"GLKS",31570,"TAR","tarijense",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
225,"GLKS",31572,"TAR","tarijense",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
226,"GLKS",32870,"TRN","tarnii",20.55,"2033N",-984.833,"09829W","E. Veracruz",NA,"MEX","About 14 km S of Huayacocotla, near Viborillos, on road to Tulancingo","04/09/83",2410,NA,20.55,-98.4833333333333,1994.67224121094
227,"GLKS",35384,"TRN","tarnii",203.166,"2019N",-984.833,"09829W","E. Hidalgo",NA,"MEX","28 km S of Huayacocotla, 8 km before Agua Blanca","04/09/83",2360,NA,20.3166666666667,-98.4833333333333,2194.12109375
228,"GLKS",35385,"TRN","tarnii",NA,NA,NA,NA,NA,NA,"MEX",NA,"06/09/83",NA,NA,NA,NA,NA
229,"GLKS",32871,"TRN","tarnii",20.8,"2048N",-992.333,"09914W","E. Hidalgo",NA,"MEX","Turning off Hwy 85 at Las Trancas, go 6.4 km along road to Nicolas Flores","09/10/84",2440,NA,20.8,-99.2333333333333,2360.30053710938
230,"GLKS",2355,"TRF","trifidum",196.333,"1938N",-102,"10200W","E. Michoacan",NA,"MEX","Km 48 on the Carapan-Uruapan hwy",NA,NA,NA,19.6333333333333,-102,2949.97827148438
231,"GLKS",32298,"PNT","pinnatisectum",NA,NA,NA,NA,"E. Jalisco",NA,"MEX",NA,NA,NA,NA,NA,NA,NA
232,"GLKS",22827,"TBR","tuberosum",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
233,"GLKS",31211,"TBR","tuberosum",NA,NA,NA,NA,NA,"Chiloe","CHL",NA,NA,NA,NA,NA,NA,NA
234,"GLKS",31114,"TBR","tuberosum",NA,NA,NA,NA,"P. Cautin",NA,"CHL",NA,NA,NA,NA,NA,NA,NA
235,"GLKS",35027,"ADG","tuberosum andigena",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
236,"GLKS",4994,"ADG","tuberosum andigena",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
237,"GLKS",34963,"ADG","tuberosum andigena",NA,NA,NA,NA,NA,NA,"ECU",NA,NA,NA,NA,NA,NA,NA
238,"GLKS",34867,"ADG","tuberosum andigena",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
239,"GLKS",34149,"ADG","tuberosum andigena",NA,NA,NA,NA,NA,NA,"BOL","Tupiza Cinte",NA,NA,"48",NA,NA,NA
240,"GLKS",34509,"ADG","tuberosum andigena",NA,NA,NA,NA,"D. Puno",NA,"PER",NA,NA,NA,NA,NA,NA,NA
241,"GLKS",34523,"ADG","tuberosum andigena",NA,NA,NA,NA,"D. La Paz",NA,"BOL",NA,NA,NA,NA,NA,NA,NA
242,"GLKS",34630,"ADG","tuberosum andigena",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
243,"GLKS",34737,"ADG","tuberosum andigena",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
244,"GLKS",35388,"TND","tundalomense",NA,NA,NA,NA,"P. Tungurahua","C. Tungurahua","ECU","Vecinity of Rio de Oro",NA,3200,NA,NA,NA,NA
245,"GLKS",35389,"TND","tundalomense",-30.166,"0301S",-790.333,"07902W","P. Azuay","C. Cuenca","ECU","Portete de Tarqui",NA,3400,NA,-3.01666666666667,-79.0333333333333,2626.90063476562
246,"GLKS",32343,"CHC","chacoense",NA,NA,NA,NA,"P. Loja","C. Loja","ECU","Zaragura, Huacaquiru",NA,3100,NA,NA,NA,NA
247,"GLKS",35390,"TND","tundalomense",-30.166,"0301S",-790.333,"07902W","P. Azuay","C. Cuenca","ECU","Portete de Tarqui",NA,3400,NA,-3.01666666666667,-79.0333333333333,2626.90063476562
248,"GLKS",32887,"UGT","ugentii",-19.55,"1933S",-64.65,"06439W","D. Chuquisaca","P. Azurduy","BOL","30 km beyond the Torre Pampa junction, 20 km before Cruz Kasa","06/04/87",3740,NA,-19.55,-64.65,3934.69311523438
249,"GLKS",32889,"UGT","ugentii",-195.166,"1931S",-646.833,"06441W","D. Chuquisaca","P. Azurduy","BOL","About 22 km beyond the Torre Pampa junction on the way to Azurduy","06/04/87",3730,NA,-19.5166666666667,-64.6833333333333,3799.78588867188
250,"GLKS",32794,"VNT","venturii",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,"24",NA,NA,NA
251,"GLKS",2798,"VIO","violaceimarmoratum",-163.166,"1619S",-67.9,"06754W","D. La Paz","P. Nor Yungas","BOL","10 km from Unduavi to Coroico","03/04/71",3225,NA,-16.3166666666667,-67.9,3325.8203125
252,"GLKS",32196,"HAN","hannemanii",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
253,"GLKS",32722,"SPEC","species",NA,NA,NA,NA,"D. Arequipa",NA,"PER","Torata",NA,NA,NA,NA,NA,NA
254,"GLKS",32725,"WBR","weberbaueri",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,NA,NA,NA,NA
255,"GLKS",32172,"SPEC","species",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,NA,NA,NA,NA
256,"CPC",3768,"ACL","acaule",-222.333,"2214S",-652.833,"06517W","P. Jujuy","D. Yavi","ARG","2.8 km above Rincon de Cajas on the road to Santa Vivctoria","12/03/66",4125,"48",-22.2333333333333,-65.2833333333333,4095.62280273438
257,"CPC",7212,"ALN","alandiae",NA,NA,NA,NA,"D. Cochabamba","P. Mizque","BOL","40 km from Aiquile to Epizana (192 km from Sucre)","18/03/71",2650,"24",NA,NA,NA
258,"CPC",3822,"BST","brachistotrichum",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,NA,NA,NA,NA
259,"CPC",7028,"BCP","brachycarpum",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,NA,NA,NA,NA
260,"CPC",2725,"CAN","canasense",-134.333,"1326S",-71.85,"07151W","D. Cusco","P. Calca","PER","Intihuatana Ruins, up from Pisac","24/04/53",3350,NA,-13.4333333333333,-71.85,3361.00366210938
261,"CPC",3554,"CAP","capsicibaccatum",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
262,"CPC",7211,"SPEC","species",NA,NA,NA,NA,NA,NA,"CHL",NA,NA,NA,NA,NA,NA,NA
263,"CPC",5901,"CHC","chacoense",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
264,"CPC",5858,"DMS","demissum",NA,NA,NA,NA,NA,NA,"URY",NA,NA,NA,NA,NA,NA,NA
265,"CPC",5861,"CMM","commersonii",NA,NA,NA,NA,"E. Rio Grande do Sul",NA,"BRA","Pelotas",NA,NA,NA,NA,NA,NA
266,"CPC",7520,"MLM","commersonii malmeanum",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
267,"CPC",7323,"CUR","curtilobum",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
268,"CPC",7510,"JAM","jamesii",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
269,"CPC",7519,"ETB","etuberosum",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
270,"CPC",7044,"GND","gandarillasii",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,NA,NA,NA,NA
271,"CPC",7050,"HOU","hougasii",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,NA,NA,NA,NA
272,"CPC",2718,"HOU","hougasii",19.4,"1924N",-101.6,"10136W","E. Michoacan",NA,"MEX","7 miles beyond Opopeo, km 51 on Quirogo-Tacambaro road","20/09/58",2950,NA,19.4,-101.6,2297.84204101562
273,"CPC",2922,"IOP","iopetalum",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
274,"CPC",7167,"JAM","jamesii",NA,NA,NA,NA,"E. New Mexico",NA,"USA","Grant Co. State Hwy 180, 27km  NE of Lordsburg","10/09/63",1800,NA,NA,NA,NA
275,"CPC",5864,"KTZ","kurtzianum",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
276,"CPC",5889,"KTZ","kurtzianum",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
277,"CPC",7172,"MRN","marinasense",NA,NA,NA,NA,"D. Cusco","P. Cusco","PER","Granja de Kkaira, Munaihuarmey, road to Kishuar Pata","17/04/64",3300,NA,NA,NA,NA
